169086.city,mISABELA,ISABELA
160416.fname,Vviekananda,Vivekananda
4657.areacode,702.0,401
115784.city,MONSOeN,MONSON
3015.zip,72640.0,50168
1887.zip,89140.0,97007
143383.statevalue,NI,IN
68626.fname,Gioeia,Gioia
149309.phone,396-6925,936-6925
16431.statevalue,D,ID
68465.phone,92-3799,892-3799
97104.fname,Gert,Geert
20146.maritalstatus,kM,M
151920.phone,132-626u7,132-6267
125273.fname,onal,Donal
145722.gender,***,F
188590.city,MONCKS CONRER,MONCKS CORNER
132851.phone,888-0856,888-8056
30622.statevalue,R,PR
188804.statevalue,DS,SD
28542.haschild,yY,Y
162872.statevalue,KO,OK
37968.city,SAN JUN,SAN JUAN
134840.maritalstatus,tM,M
182331.fname,Tero,Teruo
127777.city,ALANY,ALBANY
180973.city,BOOTjH,BOOTH
182459.statevalue,EM,ME
169924.city,EST FAIRLEE,WEST FAIRLEE
27955.fname,nhan,Inhan
2230.zip,89140.0,37012
56299.fname,Wqoonkyung,Woonkyung
90701.city,LUFF,BLUFF
20092.city,WARAW,WARSAW
115020.maritalstatus,***,M
40504.lname,Geasch,Gerasch
35754.statevalue,N,MN
124573.maritalstatus,,M
194805.statevalue,TM,MT
37763.haschild,***,N
197766.gender,***,F
101504.city,MOONAHIE,MOONACHIE
145740.maritalstatus,iS,S
509.zip,89140.0,85931
52383.lname,Dekeyesr,Dekeyser
173265.lname,linert,Glinert
43652.lname,Givnes,Givens
172660.city,GUANInCA,GUANICA
173896.fname,Bowdne,Bowden
169333.phone,834-604,834-6304
136321.fname,Jixni,Jixin
152785.phone,753-224,753-2124
11068.city,WASHINGTOdN,WASHINGTON
108061.statevalue,AC,CA
179797.city,HUDON,HUDSON
56361.statevalue,RO,OR
135356.statevalue,kSD,SD
181425.statevalue,WwV,WV
138919.fname,hongwei,Zhongwei
95246.city,NELA,NEAL
91771.statevalue,L,IL
53969.phone,311-083,311-8083
68172.city,BIOSE,BOISE
44460.haschild,***,N
155285.haschild,***,N
112020.fname,Cydni,Cyndi
2625.fname,Chuchk,Chuck
96638.haschild,,N
63294.statevalue,yRI,RI
164038.city,NEDEfRLAND,NEDERLAND
139151.lname,Markosain,Markosian
127042.statevalue,qOR,OR
21651.statevalue,IW,WI
36703.fname,Nespime,Nesime
187821.phone,427-6551,427-5651
189367.gender,***,F
15706.lname,Baleh,Baaleh
4695.haschild,***,Y
133845.gender,,F
13563.haschild,qY,Y
40194.lname,Kundelmann,Kunkdelmann
92899.maritalstatus,***,M
154475.gender,iF,F
104691.gender,hM,M
123730.statevalue,R,OR
123201.phone,94-8312,924-8312
79233.city,DELTAVIlLLE,DELTAVILLE
80543.statevalue,K,AK
65735.city,AGRROCHALES,GARROCHALES
68336.statevalue,hAK,AK
47305.city,MIDDLE ADDAM,MIDDLE HADDAM
66293.lname,Hmami,Hemami
7099.phone,917-5p165,917-5165
7006.phone,85p4-6882,854-6882
14532.maritalstatus,,S
185995.haschild,yN,N
113492.gender,eM,M
68054.lname,Jouvelort,Jouvelot
39412.fname,em,Cem
149785.gender,aF,F
187362.statevalue,LI,IL
185911.city,VANTeAGE,VANTAGE
116509.maritalstatus,cS,S
20514.fname,Munsih,Munish
165442.lname,kSanella,Sanella
53389.fname,Yalisn,Yalin
30482.city,MSITH MILLS,SMITH MILLS
118808.lname,Stauduahr,Stauduhar
179804.lname,Pellerginelli,Pellegrinelli
115450.statevalue,OnR,OR
5297.areacode,501.0,336
159176.fname,Artur,Arthur
25593.haschild,kY,Y
40419.lname,Livtinov,Litvinov
169593.fname,Shianoyw,Shianyow
143773.maritalstatus,yM,M
108674.maritalstatus,,M
9862.maritalstatus,***,M
151741.city,VEG ABAJA,VEGA BAJA
185749.lname,Nassegf,Nassef
33181.fname,Chen,Chien
170353.statevalue,K,AK
2428.areacode,862.0,802
83.lname,Nobuaer,Nobauer
63852.city,ARCIBO,ARECIBO
67845.city,APLPE GROVE,APPLE GROVE
10022.statevalue,MN,NM
68587.phone,71i1-4183,711-4183
143972.statevalue,V,NV
19481.lname,Ktz,Ketz
124517.maritalstatus,***,S
6655.city,BOSIE,BOISE
83533.phone,859-4279,895-4279
102618.phone,608-5368,608-5386
67324.haschild,,Y
170275.statevalue,E,DE
74970.city,LJAS,LAJAS
110834.statevalue,IM,MI
194070.city,HACKETTSToOWN,HACKETTSTOWN
72065.statevalue,SdD,SD
49151.lname,MCcay,McCay
91912.haschild,,N
180091.statevalue,E,DE
123491.statevalue,ImD,ID
19594.city,PARKHLL,PARKHILL
6644.city,ZELAND,ZEELAND
5566.fname,Belen,Job
710.maritalstatus,***,M
196957.city,PAEBODY,PEABODY
41863.haschild,rY,Y
144054.lname,oudgil,Moudgil
66254.fname,Leopolcd,Leopold
59910.statevalue,cAL,AL
17846.maritalstatus,***,M
183121.haschild,***,Y
65010.statevalue,V,NV
85135.city,EZPERCE,NEZPERCE
119711.fname,eGrti,Gerti
137979.lname,Pjehan,Pejhan
174709.lname,Hapaneyngwi,Hapanyengwi
198357.lname,Sjetia,Setia
124533.fname,Iso,Isao
6180.maritalstatus,,S
367.maritalstatus,iM,M
68293.haschild,***,Y
4949.fname,eZljko,Zeljko
117587.maritalstatus,xS,S
135182.gender,,F
75324.haschild,nY,Y
5248.areacode,702.0,859
45385.statevalue,SK,KS
56178.city,MOUNT SAINkT FRANCIS,MOUNT SAINT FRANCIS
83462.phone,36-9415,396-9415
180733.phone,581-146g4,581-1464
184192.haschild,,N
21778.maritalstatus,,M
116029.fname,iZcheng,Zicheng
23388.lname,Molbexrg,Molberg
76171.phone,555-184,555-6184
102520.gender,,F
172406.haschild,,Y
134114.gender,,M
107353.maritalstatus,,M
113252.fname,Susei,Susie
86639.phone,16-7789,316-7789
66893.gender,,F
41474.gender,,F
163558.phone,544-8d731,544-8731
169162.haschild,,N
99745.statevalue,MtD,MD
24007.fname,qBader,Bader
90514.lname,Anew,Agnew
80933.statevalue,Y,NY
193190.city,FARANM,FARNAM
115408.phone,j461-3401,461-3401
47371.city,VEGA BAAJ,VEGA BAJA
154576.haschild,lY,Y
62846.gender,,M
101564.phone,01-1315,801-1315
144308.city,LECK KLL,LECK KILL
61769.lname,Kerutz,Kreutz
3052.zip,20226.0,59070
48097.haschild,gY,Y
50696.statevalue,E,ME
75174.gender,,M
75768.fname,uralidhar,Muralidhar
22579.fname,Ki,Kui
19712.city,TUSCARAxWAS,TUSCARAWAS
199107.city,ALPIEN,ALPINE
63361.lname,Roktics,Rotics
13251.city,HOLBROKO,HOLBROOK
27353.statevalue,D,ID
145080.maritalstatus,,M
102627.fname,Tzy,Tzay
56329.gender,,M
154338.statevalue,Y,WY
78158.city,PLEASANT HILkL,PLEASANT HILL
123932.haschild,***,N
23220.haschild,dN,N
40862.statevalue,pMA,MA
180699.maritalstatus,mS,S
83478.gender,cF,F
51901.statevalue,K,AK
108914.lname,Porkawe,Porkaew
11093.statevalue,A,CA
166381.gender,***,M
197347.fname,Tkaenori,Takenori
157986.haschild,,Y
118915.phone,474-1g793,474-1793
196874.maritalstatus,***,S
146858.maritalstatus,,S
4560.zip,72640.0,97463
70607.gender,,M
197882.fname,hSen,Shen
31026.haschild,yY,Y
17416.phone,187-1109,817-1109
64455.statevalue,MN,NM
73617.city,UMMIT,SUMMIT
48177.statevalue,X,TX
82707.gender,***,F
144736.gender,***,F
55490.statevalue,AoK,AK
105123.gender,***,M
7196.statevalue,kME,ME
52307.gender,jM,M
55526.phone,7406-423,740-6423
19170.gender,,F
75591.phone,467k-8888,467-8888
50748.gender,,M
53653.fname,Tkoio,Tokio
163567.city,NWE BOSTON,NEW BOSTON
18278.city,PHIPPSBUG,PHIPPSBURG
73581.statevalue,ApK,AK
117186.phone,24-85972,248-5972
92298.statevalue,LsA,LA
97013.maritalstatus,***,M
63141.statevalue,TV,VT
100335.statevalue,AL,LA
50880.phone,897-3532,897-3352
122645.statevalue,ApR,AR
72858.gender,fF,F
37354.statevalue,AG,GA
133133.city,PORTLnAND,PORTLAND
143422.city,SOUhTH LONDONDERRY,SOUTH LONDONDERRY
161074.gender,,M
154906.lname,Ruohonne,Ruohonen
10395.city,WEST MEMPHrIS,WEST MEMPHIS
43090.phone,a837-5434,837-5434
79005.gender,zM,M
106041.gender,qM,M
153954.city,CIDAR,CIDRA
73006.gender,,F
50196.phone,78-8160,578-8160
61224.lname,Hadot,Haudot
51737.maritalstatus,***,S
3820.zip,78521.0,53794
104239.city,MCAON,MACON
82559.phone,998-442,998-2442
65583.lname,Srubramanya,Subramanya
83678.maritalstatus,***,S
140408.phone,61-7934,611-7934
168200.phone,677-327,677-3227
36094.maritalstatus,***,S
5437.city,OHWARD,HOWARD
144636.statevalue,IM,MI
13524.statevalue,oVA,VA
168677.haschild,***,Y
8074.city,MALOT,MALOTT
10632.city,KASIGULK,KASIGLUK
71127.gender,***,M
45180.lname,Tetongnno,Tetongnon
4530.zip,54121.0,67202
806.areacode,501.0,802
16785.city,PENUaELAS,PENUELAS
194586.lname,Mcffer,McAffer
52441.city,YLE,YALE
113227.gender,***,F
183742.city,WESyT JORDAN,WEST JORDAN
79109.gender,***,M
3366.areacode,862.0,818
108602.phone,46-38686,463-8686
49051.haschild,eN,N
31400.phone,274-5119,724-5119
32419.maritalstatus,***,M
168974.lname,Oeretl,Oertel
177323.lname,uMlvany,Mulvany
2112.fname,Hovav,Emin
5479.haschild,***,Y
27534.phone,35-55813,355-5813
2539.zip,72640.0,11961
85434.statevalue,AmK,AK
171022.lname,aca,Baca
140120.statevalue,D,MD
110144.city,CALUET,CALUMET
29749.maritalstatus,nS,S
3334.zip,72640.0,31333
173400.haschild,***,N
172623.statevalue,IR,RI
48337.maritalstatus,,M
96058.lname,mHeijes,Heijes
94399.phone,32-7590,327-7590
146827.phone,912-3839,921-3839
145832.haschild,vN,N
84672.fname,Kataln,Katalin
76764.haschild,***,N
126097.statevalue,I,RI
157656.haschild,sN,N
77377.fname,Khyungcheol,Kyungcheol
35008.fname,Hzhi,Hezhi
180693.gender,,M
187898.maritalstatus,,S
21896.statevalue,WeY,WY
154107.maritalstatus,,S
63737.gender,dM,M
193644.phone,995-5772***,995-5772
3264.phone,223-6515***,223-6515
87162.phone,670p-6232,670-6232
134977.maritalstatus,,M
195925.lname,Babasd,Babad
174993.phone,3c82-9271,382-9271
139804.fname,Csear,Cesar
172345.fname,Ghullum,Ghulum
132989.city,NW CONCORD,NEW CONCORD
178229.phone,331-5477***,331-5477
84435.maritalstatus,***,S
149688.city,PORTALND,PORTLAND
73741.phone,8943451,894-3451
195483.fname,Msadi,Masadi
155809.lname,yKirkham,Kirkham
32464.city,VEGAA LTA,VEGA ALTA
51759.gender,,F
49603.haschild,vN,N
46162.phone,7x19-6767,719-6767
197116.haschild,,N
67399.maritalstatus,,S
1081.fname,Hovav,Bijendra
30025.phone,19-3733,819-3733
21145.maritalstatus,***,S
79959.haschild,rY,Y
134963.city,RIDGEAY,RIDGEWAY
24242.haschild,,Y
87518.maritalstatus,***,S
23025.lname,eif,Reif
113085.city,CAMYU,CAMUY
178820.haschild,nY,Y
119910.statevalue,K,AK
52156.haschild,iY,Y
61411.statevalue,NhM,NM
88654.city,PAWLEYS aISLAND,PAWLEYS ISLAND
37296.phone,59-4276,593-4276
156120.fname,Yooicghi,Yooichi
187432.city,PENNSBUGR,PENNSBURG
3046.zip,20226.0,41159
115801.lname,Cp,Cap
59028.fname,Jonzgpil,Jongpil
77608.city,WASHINGoTON,WASHINGTON
57156.gender,nM,M
54402.city,WILMIvNGTON,WILMINGTON
139685.lname,mSimao,Simao
2930.zip,89140.0,3077
168412.maritalstatus,,M
49008.gender,,F
160374.statevalue,VwT,VT
140943.maritalstatus,uS,S
3429.areacode,862.0,269
4078.zip,72640.0,32223
69394.fname,Vasliiy,Vasiliy
115415.haschild,kN,N
17615.statevalue,L,AL
150911.city,SANJ UAN,SAN JUAN
28188.city,INDSOR,WINDSOR
105964.phone,469-z3503,469-3503
155424.haschild,yY,Y
101042.statevalue,LI,IL
54868.lname,Loobrg,Loborg
74096.statevalue,L,IL
59992.haschild,kN,N
80759.fname,uck,Ruck
101125.gender,,F
9518.phone,485-6839,485-6893
33709.statevalue,D,SD
127838.lname,Geef,Greef
186352.lname,Schttenkopf,Schittenkopf
2527.haschild,***,N
188638.statevalue,MN,NM
90490.city,GUAANILLA,GUAYANILLA
165654.lname,Pnchon,Pinchon
133501.gender,***,F
30924.gender,***,M
106503.gender,,F
17471.city,THtERIOT,THERIOT
193208.lname,Nissenbauum,Nissenbaum
187074.lname,Sulcak,Sulack
184374.fname,Jonan,Joan
85483.statevalue,sPR,PR
120494.city,PAHAAL,PAHALA
68039.statevalue,A,LA
24234.statevalue,MvI,MI
77939.haschild,,N
109195.haschild,***,Y
114344.lname,Boersmoa,Boersma
48553.phone,1403421,140-3421
94815.maritalstatus,vS,S
187520.statevalue,K,AK
160105.maritalstatus,***,M
84816.lname,Gojun,Guojun
6307.haschild,***,Y
8532.phone,8o78-7150,878-7150
1091.fname,Gita,Gitta
139073.fname,Akimhisa,Akihisa
32973.city,SANIT STEPHENS CHURCH,SAINT STEPHENS CHURCH
50180.haschild,***,N
144692.haschild,***,N
847.areacode,702.0,901
166215.maritalstatus,***,M
84292.gender,***,F
58871.haschild,***,N
32232.haschild,,Y
62815.phone,791-3x064,791-3064
3279.gender,,F
137919.fname,Masaoy,Masayo
115219.city,sWEDRON,WEDRON
83811.haschild,***,Y
175233.haschild,,Y
106228.lname,Harbuisch,Harbusch
81737.maritalstatus,,M
160749.fname,Mingin,Minglin
143651.lname,Reihard,Reinhard
3668.zip,72640.0,99645
163534.gender,tF,F
96279.lname,Atliok,Altiok
117111.city,BARTETT,BARTLETT
76583.fname,Baie,Baile
107205.gender,***,M
185646.city,PORTcLAND,PORTLAND
1483.zip,89140.0,2284
114171.lname,Seiald,Seiwald
116505.lname,iering,Wiering
138968.gender,qF,F
176525.maritalstatus,***,S
9797.gender,zF,F
128726.gender,***,M
94013.phone,63-4124,643-4124
142814.statevalue,IW,WI
132893.fname,Pascael,Pascale
64100.phone,4197-937,419-7937
65615.statevalue,I,MI
4646.statevalue,VW,WV
180649.haschild,***,Y
2858.zip,89140.0,2093
105353.city,OAKFORoD,OAKFORD
152247.haschild,,N
110533.gender,,F
96230.maritalstatus,***,M
169050.fname,uaiyuan,Huaiyuan
132607.phone,267-6925,276-6925
3934.zip,89140.0,29744
5665.areacode,501.0,719
63027.lname,Pontw,Pontow
143108.haschild,nY,Y
31981.lname,Huhdanpafa,Huhdanpaa
86133.maritalstatus,***,S
199023.gender,,F
59288.gender,,M
4294.zip,8203.0,89151
98602.haschild,kN,N
97153.phone,579-5583,759-5583
27676.gender,***,F
92360.gender,,M
7293.haschild,***,N
110241.statevalue,xME,ME
895.zip,72640.0,52651
64449.lname,Heppwler,Heppler
98727.haschild,,Y
149168.fname,Noobuaki,Nobuaki
93690.gender,sM,M
112499.haschild,***,N
149874.lname,Welshc,Welsch
146078.city,GREENVILEL,GREENVILLE
152064.haschild,***,N
82556.city,CABO RJO,CABO ROJO
49131.lname,urday,Purday
118548.fname,Loaey,Loay
77777.fname,ang,Wang
71535.fname,Cednk,Cenk
195791.city,MARIAO,MARICAO
120224.maritalstatus,xS,S
116281.maritalstatus,,S
41870.maritalstatus,,S
188661.fname,Sunar,Sundar
186996.statevalue,dAK,AK
35694.phone,10l0-5063,100-5063
96958.gender,,M
96960.phone,755-642,755-8642
62432.haschild,***,Y
164544.lname,Zulighoven,Zullighoven
88731.city,VEGA ATA,VEGA ALTA
155635.haschild,,N
150638.maritalstatus,jS,S
156371.gender,,M
134960.maritalstatus,,M
79595.lname,eBau,Beau
70117.lname,tocker,Stocker
152351.city,UTHRIE CENTER,GUTHRIE CENTER
1248.city,HOWLANjD,HOWLAND
63864.haschild,,N
114258.maritalstatus,***,M
169390.haschild,,N
148422.lname,Sethpi,Sethi
169436.statevalue,AtK,AK
80841.phone,81-3897,818-3897
51775.lname,Mattsion,Mattison
184928.maritalstatus,,M
2705.areacode,702.0,402
37439.lname,Leinawnd,Leinwand
136518.fname,Debbei,Debbie
64434.haschild,,N
3145.zip,8203.0,83468
77726.haschild,,N
35248.city,WITETN,WITTEN
105396.lname,Fascjhing,Fasching
166696.fname,Hynki,Hyunki
9435.fname,oMon,Moon
183408.lname,Dae,Dare
112808.lname,Tllander,Tollander
130538.fname,Yongmo,Yongmao
4607.zip,8203.0,72651
36519.statevalue,K,AK
6265.fname,Etseban,Esteban
187207.haschild,vN,N
55685.fname,iang,Xiang
22392.maritalstatus,gS,S
177484.gender,,F
130462.gender,,M
18600.city,ASHINGTON,WASHINGTON
55223.gender,,F
30832.statevalue,NrC,NC
69853.fname,Feilqing,Feiling
57123.lname,alliwell,Halliwell
195251.maritalstatus,,M
118292.maritalstatus,yM,M
92903.statevalue,KA,AK
131721.haschild,jY,Y
35654.gender,wM,M
42174.fname,yChangwoo,Changwoo
5807.fname,Hovav,Natawut
183462.lname,Bsennis,Bennis
945.zip,89140.0,8872
178048.statevalue,K,AK
2221.areacode,702.0,863
3227.fname,Sudhanshu,Maria
113621.city,VUGHAN,VAUGHAN
92444.haschild,***,N
128552.lname,Adlophe,Adolphe
153258.haschild,,Y
194832.city,WASIHNGTON,WASHINGTON
112647.statevalue,RP,PR
4114.lname,Stndera,Standera
21013.city,RPOVO,PROVO
93956.statevalue,vKY,KY
128578.fname,irk,Dirk
190869.lname,Colilns,Collins
124718.maritalstatus,sS,S
101713.phone,851-9534,815-9534
176790.maritalstatus,qM,M
22344.fname,Aidarn,Aidan
55995.lname,Wpinter,Winter
112759.gender,,F
85859.lname,Flgout,Falgout
4039.fname,Sudhanshu,Aksenti
136007.maritalstatus,tS,S
124626.fname,aLng,Lang
57788.gender,***,F
17571.city,WASHINGTNO,WASHINGTON
51344.gender,***,F
104769.haschild,,N
131254.fname,Mjirko,Mirko
133422.lname,Ranid,Randi
39922.fname,Tnosio,Tosio
51346.city,xFLORIEN,FLORIEN
61875.statevalue,AeK,AK
77855.haschild,***,N
30162.lname,Whtt,Whitt
199777.lname,Tzrepos,Tzerpos
151229.fname,Sujatlha,Sujatha
168039.statevalue,wVT,VT
133360.maritalstatus,,M
80482.maritalstatus,dS,S
106667.gender,,F
192146.phone,519-304f5,519-3045
36040.haschild,dN,N
121240.maritalstatus,,M
52045.gender,,M
150716.phone,347-592,347-5092
152308.city,FARjMINGTON FALLS,FARMINGTON FALLS
166647.statevalue,RA,AR
150800.phone,02-1734,202-1734
94670.gender,qF,F
114480.statevalue,IpD,ID
36747.fname,Flemming***,Flemming
108932.city,RIVERISDE,RIVERSIDE
75016.maritalstatus,***,S
74129.phone,226-5u308,226-5308
97485.statevalue,K,AK
50035.maritalstatus,,M
172877.city,WILMIqNGTON,WILMINGTON
50264.lname,iPstor,Pistor
26515.haschild,***,Y
147455.fname,Lijinng,Lijing
190497.maritalstatus,***,S
81653.lname,Baht,Bhat
121244.phone,656-b3682,656-3682
148337.gender,***,M
30610.lname,Cma,Cam
190637.statevalue,K,AK
51506.city,HONOLUU,HONOLULU
37205.fname,Hnsjorg,Hansjorg
168909.fname,Leorva,Leora
85436.city,ELYRImA,ELYRIA
706.maritalstatus,,S
144803.phone,k862-4441,862-4441
173970.city,SALT LAKEf CITY,SALT LAKE CITY
46495.phone,797-180o7,797-1807
106835.maritalstatus,,S
23784.phone,n168-9236,168-9236
180351.fname,Kesvaan,Kesavan
112697.gender,,F
67118.lname,Laasla,Lasala
12181.haschild,,Y
12666.maritalstatus,,S
19147.statevalue,vNJ,NJ
19127.fname,onu,Sonu
98249.phone,p135-9608,135-9608
127633.maritalstatus,***,M
9964.lname,Pattabhiramna,Pattabhiraman
3762.fname,Hovav,Lucio
41360.phone,983-7570,983-7507
175000.statevalue,HO,OH
48273.maritalstatus,oS,S
158147.city,LjAJAS,LAJAS
49908.gender,mF,F
121110.phone,35-9392,935-9392
86847.lname,Czja,Czaja
133574.fname,Nahaniel,Nathaniel
62002.maritalstatus,***,S
133273.maritalstatus,,M
193650.fname,uw,Huw
115357.fname,Poorni,Poorani
3773.lname,Vakiil,Vakili
194764.fname,Krisot,Kristo
45165.maritalstatus,gS,S
176577.city,FORT MSITH,FORT SMITH
59173.lname,iXanchang,Xianchang
43339.fname,ehudah,Yehudah
10460.maritalstatus,wS,S
93346.maritalstatus,dS,S
37998.gender,,F
191768.lname,Petenrell,Peternell
111993.haschild,sN,N
100733.haschild,nY,Y
123228.statevalue,GuA,GA
154654.haschild,***,Y
174230.statevalue,I,MI
93413.phone,75-9793,735-9793
199811.city,WILMINTON,WILMINGTON
489.phone,623-v2097,623-2097
110215.city,PHEONIX,PHOENIX
1060.zip,72640.0,20210
73175.statevalue,A,GA
63037.statevalue,DS,SD
188303.gender,,M
130325.fname,Phoikion,Phokion
175346.statevalue,RA,AR
143325.maritalstatus,***,M
66908.lname,Ree,Rhee
56930.lname,Isaharza,Isahara
4500.lname,Eoyng,Eoyang
7708.areacode,508.0,435
87159.phone,237h-4536,237-4536
72641.statevalue,EN,NE
66280.fname,Chihpong,Chihong
94927.phone,7725-375,772-5375
197159.gender,***,F
15745.gender,,M
37967.maritalstatus,***,M
593.fname,Nik,Anshu
7374.areacode,508.0,505
55942.gender,sM,M
187683.haschild,***,Y
176881.statevalue,cNV,NV
92178.fname,Maart,Maarit
74060.gender,***,M
71986.gender,uM,M
7954.gender,,M
18198.maritalstatus,,S
106395.fname,nneke,Anneke
12601.maritalstatus,***,S
57889.maritalstatus,***,S
191415.phone,895-2703,985-2703
25413.gender,***,F
198864.statevalue,eAK,AK
143590.fname,Simsno,Simson
196712.city,GuUANICA,GUANICA
74950.phone,451-2394,451-2934
38288.phone,510-754,510-7544
148733.phone,69v0-2630,690-2630
141664.lname,Verharegen,Verhaegen
153518.fname,mKumar,Kumar
124666.city,HYDABRG,HYDABURG
89840.gender,nM,M
22662.phone,541-1698,541-1689
14233.statevalue,JN,NJ
640.zip,8203.0,80913
162023.fname,aodong,Haodong
116270.maritalstatus,,S
126690.statevalue,E,DE
187984.statevalue,K,AK
186995.statevalue,MfO,MO
112433.phone,402-2807,420-2807
201.zip,54121.0,29707
142959.gender,iF,F
3696.zip,8203.0,3816
4278.zip,72640.0,27847
678.zip,89140.0,46051
128305.fname,Gioai,Gioia
127509.fname,Guideo,Guido
10707.gender,nM,M
170634.city,EASTk VASSALBORO,EAST VASSALBORO
68438.phone,665-317n7,665-3177
132362.haschild,yN,N
146745.statevalue,O,MO
11659.lname,Devssi,Dessi
160011.statevalue,RA,AR
196413.haschild,,N
149003.maritalstatus,,M
168491.gender,***,F
124350.fname,Dason,Dawson
62439.fname,Jp,Jop
126102.haschild,***,Y
32725.fname,Aleksndar,Aleksandar
69779.maritalstatus,tM,M
4693.fname,Nik,Heekyoung
67287.lname,Stiefelig,Stiefeling
15738.gender,aM,M
11121.gender,kF,F
96457.lname,Haibning,Haining
179945.gender,,F
178692.city,NWTON,NEWTON
14133.city,WEcST GREENE,WEST GREENE
64073.maritalstatus,lM,M
100862.phone,777-1714***,777-1714
196251.statevalue,RO,OR
3045.fname,Xiangning,Phill
183048.haschild,,Y
27267.lname,Reutner,Reuter
34432.haschild,***,Y
187492.phone,15-5590,715-5590
90609.maritalstatus,***,S
65617.haschild,iN,N
3659.fname,Xiangning,Krishna
64167.phone,s497-9592,497-9592
151423.fname,imon,Timon
4799.fname,Hovav,Hiroki
107053.maritalstatus,***,M
148844.statevalue,YW,WY
61791.haschild,,N
163092.haschild,,Y
118.zip,54121.0,38055
186945.phone,638-617b7,638-6177
14039.maritalstatus,***,M
162862.statevalue,K,AK
2739.zip,72640.0,19973
184209.maritalstatus,oM,M
144375.gender,***,F
140843.gender,,M
73952.haschild,***,N
5949.maritalstatus,dS,S
26450.gender,,M
98314.maritalstatus,aS,S
132839.statevalue,zCO,CO
50284.gender,,M
176599.phone,605-1786,605-1876
110973.gender,***,M
187061.lname,Arlazarvo,Arlazarov
126283.gender,,M
3770.zip,54121.0,47715
105114.phone,67-4234,467-4234
146734.phone,769-4f674,769-4674
131535.lname,Chenoweht,Chenoweth
91614.fname,Kendll,Kendall
78623.lname,Cotne,Conte
162804.haschild,uN,N
191692.maritalstatus,,S
121027.gender,,M
145758.gender,***,M
146708.city,WILMINGeTON,WILMINGTON
96242.fname,qLily,Lily
99366.statevalue,AoL,AL
25673.haschild,***,N
16662.fname,Viena,Vilena
91498.maritalstatus,mS,S
21903.haschild,,Y
46593.city,CROINNA,CORINNA
71133.lname,Braileiro,Brasileiro
93796.phone,425-956x5,425-9565
123339.haschild,,Y
124952.lname,Sartri,Sartori
57955.maritalstatus,jS,S
55470.city,HARTORD,HARTFORD
175275.maritalstatus,***,M
91786.statevalue,KA,AK
86500.phone,64-7054,264-7054
178792.statevalue,AW,WA
67737.gender,,M
27658.gender,***,M
155620.lname,Hochegsang,Hochgesang
101973.gender,,M
151110.maritalstatus,***,M
74560.gender,***,F
15500.lname,Ozeyr,Ozery
76880.gender,,M
199671.haschild,***,Y
12988.phone,209-273,209-2763
66026.maritalstatus,,M
123342.gender,wF,F
71752.statevalue,AgK,AK
197388.phone,72-7536,722-7536
3219.fname,Sudhanshu,Azeddine
15514.gender,,M
115640.haschild,eY,Y
112609.fname,qHuaxiong,Huaxiong
137502.statevalue,Y,NY
120538.haschild,***,Y
15631.haschild,***,N
150154.lname,iMntchev,Mintchev
9528.maritalstatus,,S
128468.gender,dM,M
7574.gender,dF,F
96115.statevalue,A,CA
53845.maritalstatus,,S
128787.maritalstatus,***,M
